,Status,X.Freq.2.AnkleLeft,Y.Freq.8.HipRight,Y.Freq.8.KneeLeft,Y.Freq.4.AnkleLeft,Y.Freq.4.FootLeft,Z.Freq.8.SpineShoulder,Y.Freq.8.SpineMid,Y.Freq.6.AnkleRight,Y.Freq.10.AnkleLeft,X.Freq.3.HandLeft,Z.Freq.8.Neck,Y.Freq.4.KneeLeft,X.Freq.2.KneeRight,X.Freq.8.AnkleLeft,X.Freq.8.ElbowRight,Z.Freq.4.AnkleRight,Z.Freq.4.FootRight,X.Freq.1.ShoulderLeft,X.Freq.3.HandTipLeft,Y.Freq.8.KneeRight
146_4_HT.csv,0,-0.2885415597,0.462114345,-0.2241669076,0.3031330522,0.0648605916,-0.1677698268,0.0939548592,0.322504132,-0.1086974854,-0.0476828401,-0.182799722,1.4328120317,-0.0191633169,-0.409751584,-0.1288948106,-0.01039046,0.0595153669,-0.1751907061,-0.0198067161,-0.4698435167
148_1_HT.csv,1,0.0342668148,-0.2794186815,-0.1534000082,-0.1442634602,-0.1651977738,-0.2764528008,-0.2304522575,-0.3186449036,-0.0221513571,-0.0938957246,-0.2494351346,0.4043943935,-0.2007307974,0.0914856776,-0.1807705324,-0.3524722925,-0.3219899261,-0.2408971152,-0.0845155275,0.0246373884
148_3_HT.csv,0,-0.1046137845,-0.271215331,0.3930307835,-0.1345402342,-0.0905126148,-0.218885546,-0.1932444615,0.9499728431,0.2698687627,-0.1566630361,-0.2295848677,0.5201643315,-0.3590190591,0.6248175864,-0.2020096685,-0.22154896,-0.2748183972,-0.140200629,-0.1444079826,-0.0768260524
149_1_HT.csv,1,0.4548985969,1.5544920423,-0.3566753321,0.0380672675,0.0812496938,-0.3333634454,0.0483118646,-0.0768699332,1.0537233139,0.5252811489,-0.3153532465,0.3769546302,0.4329072833,0.3634655512,1.579500726,0.198562508,0.5165202896,0.0908678757,0.6146106718,0.8609074088
149_2_HT.csv,0,-0.132851308,-0.3309328155,-0.455618176,-0.0103650595,-0.037858975,-0.2575006771,-0.2493316697,-0.211444773,-0.1413559419,-0.1592983512,-0.2371664801,-0.2086636128,-0.2839940513,-0.2847734261,-0.1964080386,-0.3667293847,-0.361762297,-0.2410467065,-0.151831726,-0.2095053507
149_3_HT.csv,0,5.571801212,-0.2829029278,-0.0641845139,-0.0622006789,-0.1344644871,-0.2684465714,-0.2328077336,-0.2318200138,2.4698199661,0.0737369584,-0.2719728447,3.4238804669,-0.2282754438,3.4622002803,0.3860461277,0.7987896573,0.7436661816,1.4517401799,0.105030159,0.5444682172
149_4_HT.csv,1,-0.0063617995,5.1218465044,0.5851893987,-0.1255406913,-0.1447750431,1.3507571266,2.0729333411,-0.2620013369,-0.0186511743,-0.1142958991,1.5471247535,0.1073764953,0.0726082204,-0.2110720961,0.4282611308,-0.0213705861,-0.0697065766,-0.1349489655,-0.0970816534,1.5491234848
150_2_HT.csv,0,-0.0279969768,0.0400002207,-0.3660250651,0.8860602488,0.5927244283,0.1741143741,0.6191231377,0.0145366419,-0.0347644145,0.0972847266,0.101786407,0.5524794119,0.4199251113,-0.2007879192,-0.2008322946,6.17580053,5.1626414686,-0.0891476078,0.0517915036,-0.3586595996
150_3_HT.csv,0,-0.3790582315,0.4058953425,-0.1781113305,0.0048317611,-0.0426012278,-0.2843518054,0.0833062588,0.2437001956,0.5497960215,-0.1611154164,-0.3018263388,-0.1353408712,-0.3495324729,-0.4181022186,-0.2603857266,0.2668527788,0.1863460272,-0.2247524917,-0.1505313377,1.2611692337
151_3_HT.csv,1,-0.0375113716,-0.1433301589,-0.3984269388,0.123282417,-0.1139129195,-0.250413417,-0.1578620922,1.0584825937,0.7778626903,1.3050197897,-0.2532412253,0.0037712351,-0.2607420424,-0.3771362272,0.5141923166,-0.4462606135,-0.442050647,-0.1125246019,1.3932420935,-0.1197092416
151_4_HT.csv,0,-0.3957802646,-0.2663422735,-0.4458756567,-0.1777166517,-0.1805538541,-0.343869343,-0.2443624347,-0.1906157706,-0.3478291531,-0.1515035526,-0.322590755,-0.4798292104,-0.3636385933,-0.405453723,-0.2290881382,-0.5149913655,-0.4926346617,-0.2546867855,-0.1473806965,-0.5281115022
152_1_HT.csv,1,-0.1416400331,-0.3558055584,-0.3083571381,-0.0651957137,-0.1069015415,-0.2332725158,-0.2566456096,-0.0672930891,1.304634777,-0.0499791103,-0.2247093959,-0.3224270355,0.0159737882,0.15269012,-0.2564141015,-0.3276112107,-0.3378953854,-0.2401325307,-0.0930768288,0.4352529973
152_2_HT.csv,0,-0.3454509898,-0.3406533783,-0.2393748292,0.0981926923,-0.0812388897,-0.3439659215,-0.2643547662,-0.2322726853,0.0306635488,-0.1431307663,-0.323366133,-0.1417195965,-0.2008575893,-0.4037745266,-0.2417638637,-0.4771633114,-0.4720345047,-0.2455544418,-0.1354269319,-0.4465682564
152_3_HT.csv,1,-0.0071767529,-0.3107960593,-0.2730250558,-0.1281756246,0.0184573355,-0.1468005463,-0.2572722193,-0.2539480693,0.0931048164,0.0297972607,-0.1424666303,0.0068742169,0.2895554045,0.6754278821,-0.0273384031,-0.1164380945,0.1628086932,0.1996496036,0.0214663386,1.1069176327
152_4_HT.csv,1,-0.0460700468,-0.3280592915,-0.4551787979,-0.1657930156,-0.1681450838,-0.3511863629,-0.2422633707,0.1518202759,-0.2335462009,-0.1252467952,-0.3287419475,-0.4788710089,-0.2960683005,0.1243170196,-0.0325388105,-0.4336090775,-0.4226059705,-0.2299913443,-0.1228024842,-0.1829495545
152_5_HT.csv,1,1.3459444589,0.2407133735,0.0639631611,-0.097462071,-0.1335388542,0.2875847769,-0.2084694485,-0.2036992193,-0.3331981603,0.0434364868,0.2608672004,0.1492404539,-0.0615348569,-0.0108051969,-0.1765073951,0.2767653044,-0.0406424137,-0.200467163,-0.030418422,1.3578436988
153_1_HT.csv,1,-0.3931117575,-0.3298306171,-0.4536122027,-0.1704673841,-0.1601234994,-0.3535513793,-0.2679670199,-0.3247374637,-0.3864576592,-0.1548288762,-0.3321808084,-0.4471077839,0.6375605898,-0.2448277355,-0.0760063882,-0.2969283078,-0.2073585448,-0.1366062259,-0.1445357319,-0.372504484
153_3_HT.csv,0,-0.345033812,-0.2715699989,-0.427416228,-0.1061251835,-0.1251953423,0.1072838767,-0.2339377943,0.5945145172,1.486616079,-0.1286003473,0.0928663566,-0.3334246193,-0.365289087,-0.3697527588,-0.0890139423,-0.2797216814,-0.2965468851,-0.2522805345,-0.1075249027,0.0961623565
154_1_HT_1.csv,1,-0.3538084574,-0.3563014729,-0.459382771,-0.1759293375,-0.181803435,-0.3548544331,-0.2685344531,-0.3058452408,-0.3583575858,-0.1634730984,-0.332730463,-0.4837819781,-0.3286987415,-0.4150710378,-0.2617537026,-0.497918743,-0.4806128104,-0.253530623,-0.1517730402,-0.5445739394
154_1_HT_2.csv,1,4.49609413,-0.3542493355,-0.4160021521,0.0562717451,0.2536708925,-0.3538290214,-0.2676908643,-0.2563236907,-0.2940597116,-0.0752380408,-0.3309604843,-0.1273851958,5.4487841589,0.2442025613,0.2636092347,-0.319013351,-0.3008765965,-0.2534340573,-0.0733099152,-0.3295136368
154_2_HT.csv,0,0.314296622,0.6879545496,3.6145703678,-0.0202740928,0.1483898807,0.0854849283,0.1298879044,-0.2423827961,0.6599453174,-0.1425759021,0.0790960437,1.0214040286,-0.241785674,0.822855648,-0.0647964755,1.6133908905,1.5273846797,0.0123234857,-0.1383868043,3.0980375695
154_3_HT.csv,0,-0.2187561101,-0.2376335999,0.1956419423,0.1254732656,-0.0965738258,-0.2573794371,-0.1537964168,-0.159706933,-0.1123612132,-0.0880766307,-0.250856911,0.3633772051,-0.2662231628,0.0913040491,-0.2359548139,0.3129116053,0.2505565314,-0.2235816146,-0.075317363,-0.5293661481
001_1_HT.csv,0,2.6324502887,1.6397437795,0.5524124215,0.3903483375,0.18119815,1.4871753064,1.5486610685,1.6101731221,0.0904986599,-0.1184339302,1.4849914959,1.4822262286,1.8765265991,-0.3597439421,0.1164183361,1.1869670312,1.4645045863,2.1385172851,-0.1099502701,0.063706066
001_3_HT.csv,0,-0.3091325968,0.7808126439,2.1455315422,0.2808091284,-0.0455322721,0.1784376795,0.3298747549,-0.1461349967,0.251615353,-0.1621407064,0.1232372146,4.2621626327,-0.0408850471,-0.1489436274,-0.2606287211,1.4342236348,0.863125347,-0.2115693335,-0.1512119398,5.8534931577
